session_id,user_id,session_start,session_end,session_duration,country,traffic_source,campaign_name,device_category,landing_page,exit_page
S26021881715,U02775,2026-02-18 02:48:25,2026-02-18 03:05:45,1040s,thailand,email,tech_tuesday_email,mobile,/new-arrivals,/
S26020470775,U05000,2026-02-04 20:10:54,2026-02-04 20:16:36,5m 42s,France,social,latam_social_push,tablet,/,/search
S26021757144,U02246,2026-02-17 10:32:50,2026-02-17 10:49:19,16m 29s,united states,paid,retargeting_global,desktop,/accessories,/
S26031292026,U01741,2026-03-12 13:13:20,2026-03-12 13:21:20,8m 0s,DE,social,valentines_accessories,tablet,/new-arrivals,/
S26011048076,U00156,2026-01-10 14:39:25,2026-01-10 15:06:13,1608s,italy,social,valentines_accessories,mobile,/wearables,/products
S26010966396,U02895,2026-01-09 01:25:40,2026-01-09 01:46:11,20m 31s,JP,paid,asia_pacific_launch,desktop,/audio,/404
S26022755884,U04730,2026-02-27 17:53:18,2026-02-27 18:02:14,536s,UK,organic,,tablet,/deals,/products
S26011793432,U03079,2026-01-17 16:44:42,2026-01-17 16:59:05,14m 23s,TH,social,latam_social_push,desktop,/sale,/
S26030970207,U02596,2026-03-09 11:57:02,2026-03-09 12:23:18,26m 16s,CL,email,tech_tuesday_email,mobile,/,/products
S26011417542,U04333,2026-01-14 14:51:18,2026-01-14 15:05:08,830s,Singapore,social,latam_social_push,mobile,/accessories,/products
S26012197314,U04954,2026-01-21 01:23:16,2026-01-21 01:46:44,23m 28s,France,organic,,mobile,/tablets,/search
S26021578651,U04963,2026-02-15 10:06:03,2026-02-15 10:19:52,829s,JP,email,tech_tuesday_email,desktop,/new-arrivals,/search
S26010537277,U01493,2026-01-05 18:19:18,2026-01-05 18:29:27,609s,SG,social,latam_social_push,desktop,/deals,/cart
S26022130040,U01226,2026-02-21 06:10:14,2026-02-21 06:12:07,1m 53s,CN,paid,new_year_gadgets,desktop,/accessories,/404
S26011684600,U00011,2026-01-16 02:09:01,2026-01-16 02:21:11,12m 10s,germany,direct,,mobile,/deals,/cart
S26021287838,U04530,2026-02-12 23:12:51,2026-02-12 23:39:00,26m 9s,Colombia,paid,asia_pacific_launch,mobile,/tablets,/search
S26022282305,U03957,2026-02-22 09:01:42,2026-02-22 09:19:10,1048s,IN,organic,,desktop,/wearables,/cart
S26013147836,U03366,2026-01-31 16:54:39,2026-01-31 17:24:24,1785s,ZA,organic,,mobile,/deals,/404
S26032839276,U02292,2026-03-28 22:27:45,2026-03-28 22:28:34,49s,CA,paid,new_year_gadgets,mobile,/deals,/cart
S26031520831,U03430,2026-03-15 00:53:21,2026-03-15 01:06:07,12m 46s,United Kingdom,paid,asia_pacific_launch,desktop,/new-arrivals,/404
S26020495934,U00344,2026-02-04 06:38:30,2026-02-04 06:47:29,8m 59s,germany,direct,,desktop,/deals,/search
S26032383654,U04391,2026-03-23 05:44:19,2026-03-23 05:51:08,6m 49s,CO,direct,,desktop,/tablets,/cart
S26032887490,U02807,2026-03-28 18:50:47,2026-03-28 19:19:20,28m 33s,United Arab Emirates,paid,retargeting_global,mobile,/,/cart
S26020391235,U04947,2026-02-03 23:02:44,2026-02-03 23:18:49,965s,thailand,organic,,desktop,/sale,/search
S26010337138,U04042,2026-01-03 08:39:19,2026-01-03 08:45:43,6m 24s,TH,social,latam_social_push,desktop,/new-arrivals,/products
S26031541625,U01468,2026-03-15 16:38:34,2026-03-15 16:40:42,128s,Canada,organic,,desktop,/accessories,/
S26011664506,U01833,2026-01-16 22:27:28,2026-01-16 22:31:33,245s,japan,paid,middle_east_premium,desktop,/wearables,/cart
S26010845999,U02435,2026-01-08 11:29:44,2026-01-08 11:55:44,1560s,US,organic,,mobile,/sale,/404
S26020706796,U01132,2026-02-07 23:12:29,2026-02-07 23:37:47,1518s,uae,social,influencer_sea_q1,mobile,/tablets,/cart
S26021960365,U01535,2026-02-19 12:06:21,2026-02-19 12:19:40,799s,Canada,paid,retargeting_global,desktop,/deals,/products
S26032422359,U04437,2026-03-24 12:37:37,2026-03-24 12:57:27,19m 50s,UAE,paid,new_year_gadgets,mobile,/audio,/
S26021848067,U03830,2026-02-18 03:32:22,2026-02-18 04:01:50,1768s,IT,paid,new_year_gadgets,desktop,/tablets,/404
S26022722613,U01825,2026-02-27 09:00:33,2026-02-27 09:11:38,11m 5s,France,organic,,tablet,/deals,/search
S26032911112,U02402,2026-03-29 07:27:02,2026-03-29 07:51:01,1439s,IN,social,valentines_accessories,desktop,/deals,/404
S26011162113,U02608,2026-01-11 13:47:30,2026-01-11 14:01:40,14m 10s,China,paid,spring_sale_2026,mobile,/sale,/search
S26032485023,U01445,2026-03-24 10:39:23,2026-03-24 11:01:21,21m 58s,CN,organic,,mobile,/new-arrivals,/cart
S26012480136,U02504,2026-01-24 12:26:51,2026-01-24 12:45:29,1118s,UK,social,valentines_accessories,desktop,/new-arrivals,/404
S26032261032,U02221,2026-03-22 04:02:18,2026-03-22 04:09:49,7m 31s,CO,organic,,desktop,/wearables,/
S26030397433,U03111,2026-03-03 18:42:40,2026-03-03 18:47:29,289s,japan,direct,,mobile,/deals,/search
S26011072941,U02759,2026-01-10 18:47:57,2026-01-10 19:00:48,771s,australia,direct,,mobile,/deals,/products
S26012688554,U00440,2026-01-26 02:59:42,2026-01-26 03:12:15,753s,AU,direct,,tablet,/deals,/cart
S26021262865,U03318,2026-02-12 07:20:13,2026-02-12 07:27:50,7m 37s,uae,paid,retargeting_global,desktop,/,/products
S26020570625,U02103,2026-02-05 10:52:16,2026-02-05 11:06:01,13m 45s,CO,social,influencer_sea_q1,mobile,/,/
S26022677466,U00875,2026-02-26 07:55:53,2026-02-26 07:59:01,3m 8s,Singapore,social,valentines_accessories,mobile,/sale,/404
S26011211620,U02216,2026-01-12 04:22:42,2026-01-12 04:25:36,2m 54s,CN,organic,,desktop,/new-arrivals,/search
S26012300793,U03204,2026-01-23 15:27:24,2026-01-23 15:45:40,18m 16s,TH,social,valentines_accessories,desktop,/,/search
S26021669560,U00867,2026-02-16 10:44:24,2026-02-16 10:47:58,3m 34s,uae,paid,retargeting_global,tablet,/,/products
S26022813933,U02169,2026-02-28 21:32:35,2026-02-28 21:38:18,343s,italy,social,latam_social_push,tablet,/deals,/products
S26021782851,U04233,2026-02-17 20:27:41,2026-02-17 20:54:47,27m 6s,MX,social,influencer_sea_q1,mobile,/new-arrivals,/search
S26031115080,U00273,2026-03-11 12:13:37,2026-03-11 12:30:11,16m 34s,italy,paid,middle_east_premium,desktop,/accessories,/
S26012304170,U02989,2026-01-23 14:20:39,2026-01-23 14:27:25,406s,ZA,social,influencer_sea_q1,desktop,/deals,/cart
S26032610100,U02921,2026-03-26 18:33:16,2026-03-26 18:59:38,1582s,IN,email,tech_tuesday_email,desktop,/deals,/
S26032178067,U01319,2026-03-21 06:52:10,2026-03-21 07:09:47,1057s,India,paid,retargeting_global,mobile,/new-arrivals,/
S26020697494,U02063,2026-02-06 11:39:39,2026-02-06 11:48:21,8m 42s,india,social,influencer_sea_q1,desktop,/audio,/404
S26030227115,U01290,2026-03-02 05:59:46,2026-03-02 06:00:29,0m 43s,SG,organic,,mobile,/sale,/
S26022614724,U04947,2026-02-26 09:25:45,2026-02-26 09:48:29,22m 44s,Thailand,social,valentines_accessories,desktop,/new-arrivals,/
S26020933037,U04569,2026-02-09 06:25:11,2026-02-09 06:30:32,5m 21s,Japan,paid,asia_pacific_launch,desktop,/deals,/404
S26030880739,U00717,2026-03-08 05:01:01,2026-03-08 05:03:16,2m 15s,Germany,organic,,tablet,/accessories,/cart
S26022312381,U03255,2026-02-23 07:18:23,2026-02-23 07:31:10,767s,Singapore,paid,asia_pacific_launch,desktop,/sale,/products
S26032346506,U04012,2026-03-23 07:07:48,2026-03-23 07:16:56,9m 8s,TH,email,tech_tuesday_email,mobile,/deals,/
S26031637583,U01195,2026-03-16 10:25:13,2026-03-16 10:50:46,25m 33s,india,paid,new_year_gadgets,desktop,/deals,/search
S26031652624,U02233,2026-03-16 17:40:56,2026-03-16 18:08:42,1666s,united states,direct,,desktop,/,/search
S26013143199,U03898,2026-01-31 18:47:53,2026-01-31 19:00:28,755s,China,social,influencer_sea_q1,mobile,/new-arrivals,/404
S26032915117,U03878,2026-03-29 01:37:33,2026-03-29 01:59:02,21m 29s,TH,social,influencer_sea_q1,mobile,/,/products
S26012767548,U04949,2026-01-27 17:13:03,2026-01-27 17:14:41,1m 38s,japan,paid,middle_east_premium,desktop,/tablets,/cart
S26031685913,U04380,2026-03-16 10:36:35,2026-03-16 11:04:09,27m 34s,Italy,direct,,desktop,/tablets,/404
S26011068757,U03505,2026-01-10 00:29:30,2026-01-10 00:48:13,18m 43s,GB,paid,new_year_gadgets,mobile,/sale,/404
S26030425000,U04335,2026-03-04 19:00:21,2026-03-04 19:06:55,394s,TH,social,influencer_sea_q1,desktop,/sale,/
S26021907955,U04664,2026-02-19 03:04:20,2026-02-19 03:18:05,13m 45s,US,social,latam_social_push,desktop,/new-arrivals,/404
S26030675785,U00778,2026-03-06 07:23:16,2026-03-06 07:39:21,965s,GB,social,latam_social_push,mobile,/deals,/cart
S26020244649,U00941,2026-02-02 11:34:14,2026-02-02 11:51:01,16m 47s,SG,direct,,mobile,/,/cart
S26012708115,U04421,2026-01-27 04:08:42,2026-01-27 04:28:36,1194s,mexico,paid,retargeting_global,desktop,/,/
S26011014314,U02105,2026-01-10 16:19:48,2026-01-10 16:45:04,1516s,IT,organic,,mobile,/sale,/404
S26022788945,U01396,2026-02-27 01:10:18,2026-02-27 01:17:32,7m 14s,IT,organic,,tablet,/tablets,/cart
S26031102303,U00263,2026-03-11 10:53:51,2026-03-11 11:04:19,628s,china,direct,,desktop,/deals,/search
S26020772839,U01682,2026-02-07 04:42:20,2026-02-07 04:43:58,98s,FR,paid,new_year_gadgets,mobile,/deals,/404
S26011826471,U03620,2026-01-18 13:29:37,2026-01-18 13:56:23,26m 46s,germany,organic,,mobile,/new-arrivals,/search
S26012969520,U03437,2026-01-29 19:01:17,2026-01-29 19:24:50,23m 33s,SG,social,latam_social_push,desktop,/deals,/search
S26031544061,U01781,2026-03-15 01:32:42,2026-03-15 01:53:53,21m 11s,TH,social,latam_social_push,tablet,/new-arrivals,/404
S26020946679,U04905,2026-02-09 11:44:11,2026-02-09 12:03:43,19m 32s,brazil,paid,spring_sale_2026,mobile,/,/search
S26010886768,U02844,2026-01-08 23:58:30,2026-01-09 00:13:47,15m 17s,singapore,paid,spring_sale_2026,mobile,/deals,/
S26021597550,U04618,2026-02-15 00:54:48,2026-02-15 01:03:40,8m 52s,mexico,direct,,desktop,/sale,/404
S26030264635,U01979,2026-03-02 12:59:49,2026-03-02 13:16:47,16m 58s,ZA,direct,,desktop,/deals,/cart
S26022544855,U00998,2026-02-25 03:51:44,2026-02-25 04:12:18,20m 34s,ZA,organic,,mobile,/,/search
S26021038907,U04974,2026-02-10 21:10:53,2026-02-10 21:32:17,1284s,canada,paid,asia_pacific_launch,mobile,/new-arrivals,/
S26011164416,U02560,2026-01-11 06:38:52,2026-01-11 06:57:26,18m 34s,Australia,social,latam_social_push,desktop,/new-arrivals,/404
S26031931258,U02845,2026-03-19 16:50:03,2026-03-19 17:00:14,10m 11s,australia,organic,,mobile,/,/products
S26012473004,U00869,2026-01-24 20:18:35,2026-01-24 20:29:05,10m 30s,AU,organic,,desktop,/sale,/products
S26021823693,U01619,2026-02-18 14:27:57,2026-02-18 14:36:34,8m 37s,JP,organic,,mobile,/sale,/products
S26012378757,U02650,2026-01-23 12:46:22,2026-01-23 13:09:15,22m 53s,CN,direct,,desktop,/deals,/search
S26022247338,U00604,2026-02-22 19:59:14,2026-02-22 20:10:09,10m 55s,India,paid,middle_east_premium,mobile,/sale,/products
S26021625551,U04556,2026-02-16 01:33:14,2026-02-16 01:42:59,9m 45s,AU,email,tech_tuesday_email,desktop,/new-arrivals,/search
S26022708857,U04387,2026-02-27 12:44:57,2026-02-27 12:59:04,14m 7s,BR,direct,,mobile,/,/search
S26033075705,U02327,2026-03-30 09:02:39,2026-03-30 09:11:15,8m 36s,france,email,tech_tuesday_email,desktop,/accessories,/
S26020339220,U00045,2026-02-03 12:22:38,2026-02-03 12:24:47,129s,china,email,tech_tuesday_email,desktop,/,/cart
S26010153233,U04651,2026-01-01 14:05:26,2026-01-01 14:15:00,9m 34s,italy,email,tech_tuesday_email,mobile,/new-arrivals,/404
S26031666126,U02048,2026-03-16 10:20:46,2026-03-16 10:34:09,13m 23s,United States,paid,new_year_gadgets,mobile,/,/
S26010136663,U03362,2026-01-01 17:28:47,2026-01-01 17:43:23,14m 36s,united kingdom,social,influencer_sea_q1,mobile,/,/products
S26030731298,U02815,2026-03-07 10:40:48,2026-03-07 10:55:54,906s,FR,paid,middle_east_premium,mobile,/sale,/404
S26031165993,U01394,2026-03-11 20:14:18,2026-03-11 20:18:53,4m 35s,IN,direct,,desktop,/,/404
S26013031640,U04397,2026-01-30 03:53:05,2026-01-30 04:05:51,12m 46s,united states,paid,middle_east_premium,mobile,/sale,/products
S26022199752,U04253,2026-02-21 23:41:44,2026-02-21 23:51:59,10m 15s,france,social,latam_social_push,mobile,/sale,/search
S26020305767,U04758,2026-02-03 11:24:20,2026-02-03 11:53:52,29m 32s,Chile,direct,,mobile,/accessories,/404
S26020225561,U00344,2026-02-02 19:15:06,2026-02-02 19:23:03,7m 57s,germany,social,influencer_sea_q1,tablet,/new-arrivals,/404
S26030699683,U03932,2026-03-06 12:00:00,2026-03-06 12:11:08,11m 8s,france,direct,,mobile,/sale,/search
S26021340100,U04923,2026-02-13 01:56:23,2026-02-13 01:58:21,1m 58s,CN,organic,,desktop,/new-arrivals,/cart
S26022007107,U02741,2026-02-20 17:28:37,2026-02-20 17:50:01,21m 24s,CN,social,influencer_sea_q1,mobile,/,/products
S26011584935,U02205,2026-01-15 01:56:26,2026-01-15 02:05:47,561s,mexico,paid,spring_sale_2026,desktop,/wearables,/404
S26020119957,U03964,2026-02-01 13:38:58,2026-02-01 13:59:34,1236s,united states,paid,retargeting_global,mobile,/sale,/search
S26012510252,U00942,2026-01-25 16:38:23,2026-01-25 16:58:29,1206s,france,direct,,tablet,/wearables,/
S26030575293,U00727,2026-03-05 14:23:55,2026-03-05 14:46:31,22m 36s,germany,paid,asia_pacific_launch,desktop,/,/
S26031488249,U00836,2026-03-14 20:01:55,2026-03-14 20:11:40,9m 45s,china,paid,retargeting_global,desktop,/sale,/cart
S26032363615,U00160,2026-03-23 21:31:33,2026-03-23 21:34:32,179s,france,social,latam_social_push,desktop,/deals,/
S26011062203,U05000,2026-01-10 19:48:27,2026-01-10 20:10:29,22m 2s,France,organic,,desktop,/,/cart
S26011506741,U03209,2026-01-15 16:02:04,2026-01-15 16:30:24,1700s,Italy,organic,,desktop,/,/search
S26032340747,U03904,2026-03-23 02:02:15,2026-03-23 02:17:05,890s,AE,paid,middle_east_premium,desktop,/sale,/products
S26011799519,U00253,2026-01-17 05:33:33,2026-01-17 05:58:05,24m 32s,india,paid,new_year_gadgets,desktop,/sale,/products
S26021985664,U04358,2026-02-19 22:13:53,2026-02-19 22:25:18,685s,DE,social,valentines_accessories,tablet,/,/cart
S26020406662,U03844,2026-02-04 05:45:14,2026-02-04 05:58:25,791s,australia,paid,retargeting_global,mobile,/wearables,/
S26031571486,U02381,2026-03-15 20:39:48,2026-03-15 21:01:20,21m 32s,singapore,direct,,desktop,/,/404
S26011314192,U02382,2026-01-13 18:11:04,2026-01-13 18:35:20,24m 16s,Germany,organic,,desktop,/sale,/search
S26032157695,U03159,2026-03-21 18:19:10,2026-03-21 18:40:14,21m 4s,Singapore,social,latam_social_push,mobile,/tablets,/products
S26032303646,U00268,2026-03-23 19:20:40,2026-03-23 19:44:15,23m 35s,singapore,organic,,mobile,/sale,/404
S26032340074,U04995,2026-03-23 06:06:52,2026-03-23 06:16:57,10m 5s,GB,organic,,tablet,/,/products
S26012095340,U00501,2026-01-20 15:53:43,2026-01-20 16:07:32,829s,Japan,direct,,tablet,/deals,/404
S26011172743,U00623,2026-01-11 08:55:30,2026-01-11 09:07:20,710s,AU,direct,,desktop,/,/products
S26012862565,U00516,2026-01-28 03:45:45,2026-01-28 04:05:07,1162s,ZA,social,valentines_accessories,desktop,/sale,/cart
S26032242882,U04783,2026-03-22 01:19:25,2026-03-22 01:27:16,7m 51s,india,social,influencer_sea_q1,desktop,/new-arrivals,/products
S26032602499,U04828,2026-03-26 13:14:54,2026-03-26 13:24:38,9m 44s,Japan,paid,retargeting_global,tablet,/accessories,/
S26013069483,U03705,2026-01-30 15:33:57,2026-01-30 15:43:37,9m 40s,IT,organic,,desktop,/deals,/search
S26021382554,U03464,2026-02-13 15:35:18,2026-02-13 15:59:56,24m 38s,ZA,paid,new_year_gadgets,mobile,/deals,/cart
S26030180387,U00239,2026-03-01 07:24:48,2026-03-01 07:46:43,1315s,USA,social,influencer_sea_q1,mobile,/new-arrivals,/
S26020476427,U02505,2026-02-04 11:58:54,2026-02-04 12:05:36,402s,china,direct,,desktop,/accessories,/
S26010107924,U02087,2026-01-01 17:49:46,2026-01-01 18:16:51,27m 5s,IN,social,valentines_accessories,mobile,/deals,/404
S26033085671,U04474,2026-03-30 23:49:46,2026-03-31 00:15:16,25m 30s,germany,social,latam_social_push,desktop,/new-arrivals,/404
S26010951623,U02802,2026-01-09 11:20:02,2026-01-09 11:38:00,17m 58s,united kingdom,organic,,desktop,/new-arrivals,/
S26031635679,U01548,2026-03-16 22:12:28,2026-03-16 22:24:06,698s,JP,organic,,desktop,/,/
S26012146722,U02760,2026-01-21 15:14:37,2026-01-21 15:21:23,6m 46s,Deutschland,organic,,desktop,/tablets,/search
S26010709552,U04048,2026-01-07 15:48:56,2026-01-07 15:54:57,6m 1s,china,organic,,mobile,/deals,/cart
S26021377071,U03811,2026-02-13 23:04:12,2026-02-13 23:13:03,531s,Germany,direct,,desktop,/,/products
S26022031789,U03643,2026-02-20 12:09:38,2026-02-20 12:31:37,21m 59s,Italy,paid,spring_sale_2026,tablet,/,/search
S26010642957,U00848,2026-01-06 15:34:17,2026-01-06 15:40:08,351s,UAE,paid,spring_sale_2026,tablet,/sale,/cart
S26030773585,U03685,2026-03-07 02:57:06,2026-03-07 03:05:04,7m 58s,thailand,organic,,mobile,/new-arrivals,/
S26031401189,U03679,2026-03-14 01:52:42,2026-03-14 02:17:30,24m 48s,Japan,paid,new_year_gadgets,desktop,/new-arrivals,/search
S26020797857,U04476,2026-02-07 12:07:32,2026-02-07 12:21:25,833s,AU,email,tech_tuesday_email,tablet,/,/products
S26031006212,U00522,2026-03-10 02:29:47,2026-03-10 02:39:53,10m 6s,china,paid,new_year_gadgets,tablet,/sale,/cart
S26021329640,U02010,2026-02-13 06:15:26,2026-02-13 06:23:58,512s,Deutschland,organic,,mobile,/new-arrivals,/
S26021223671,U02033,2026-02-12 15:17:02,2026-02-12 15:29:53,12m 51s,China,organic,,desktop,/new-arrivals,/404
S26011867266,U04998,2026-01-18 21:57:16,2026-01-18 21:59:11,1m 55s,colombia,social,influencer_sea_q1,desktop,/,/
S26012483656,U04971,2026-01-24 04:05:14,2026-01-24 04:12:24,430s,Canada,organic,,desktop,/deals,/search
S26030914605,U03034,2026-03-09 00:25:21,2026-03-09 00:45:03,1182s,CA,organic,,mobile,/sale,/search
S26020189509,U01668,2026-02-01 03:23:12,2026-02-01 03:38:37,15m 25s,AE,paid,retargeting_global,mobile,/deals,/products
S26012765928,U03954,2026-01-27 18:30:38,2026-01-27 18:56:30,25m 52s,CN,paid,spring_sale_2026,desktop,/,/products
S26012592920,U04336,2026-01-25 20:17:54,2026-01-25 20:25:57,483s,France,organic,,mobile,/,/products
S26030993381,U02948,2026-03-09 02:52:42,2026-03-09 03:10:35,1073s,United Arab Emirates,organic,,mobile,/sale,/search
S26010382533,U02623,2026-01-03 10:01:52,2026-01-03 10:08:00,6m 8s,UK,organic,,mobile,/accessories,/404
S26010108074,U04936,2026-01-01 17:11:25,2026-01-01 17:38:28,27m 3s,CA,organic,,mobile,/,/404
S26032447448,U02742,2026-03-24 01:13:15,2026-03-24 01:14:44,1m 29s,germany,organic,,desktop,/accessories,/products
S26011601528,U00358,2026-01-16 03:59:28,2026-01-16 04:03:25,3m 57s,AR,paid,retargeting_global,desktop,/audio,/search
S26032205612,U04046,2026-03-22 22:48:32,2026-03-22 23:07:54,19m 22s,united states,paid,retargeting_global,tablet,/new-arrivals,/search
S26012782799,U01994,2026-01-27 16:28:17,2026-01-27 16:44:47,990s,CA,organic,,mobile,/deals,/404
S26010427545,U01963,2026-01-04 13:29:45,2026-01-04 13:49:48,1203s,Colombia,paid,spring_sale_2026,desktop,/deals,/404
S26021120248,U03073,2026-02-11 16:02:37,2026-02-11 16:04:52,2m 15s,uae,paid,spring_sale_2026,mobile,/deals,/
S26022323938,U03876,2026-02-23 17:48:39,2026-02-23 18:11:52,1393s,united kingdom,organic,,mobile,/,/cart
S26031072861,U00214,2026-03-10 08:58:32,2026-03-10 09:21:42,1390s,UAE,paid,spring_sale_2026,desktop,/new-arrivals,/
S26012088937,U01248,2026-01-20 20:54:47,2026-01-20 21:19:48,25m 1s,ZA,paid,spring_sale_2026,desktop,/deals,/products
S26012156621,U01591,2026-01-21 20:14:58,2026-01-21 20:25:13,10m 15s,Singapore,organic,,desktop,/deals,/cart
S26031513818,U00088,2026-03-15 12:10:36,2026-03-15 12:34:52,1456s,Canada,paid,spring_sale_2026,mobile,/new-arrivals,/404
S26012834334,U00817,2026-01-28 08:03:43,2026-01-28 08:27:48,1445s,United Kingdom,organic,,mobile,/deals,/products
S26020805256,U01741,2026-02-08 19:41:29,2026-02-08 19:58:13,16m 44s,Germany,organic,,mobile,/,/404
S26031902494,U04752,2026-03-19 03:24:49,2026-03-19 03:39:13,14m 24s,Canada,paid,asia_pacific_launch,desktop,/,/404
S26032258106,U02418,2026-03-22 11:07:15,2026-03-22 11:33:47,1592s,DE,email,tech_tuesday_email,desktop,/,/products
S26031373127,U03643,2026-03-13 12:52:39,2026-03-13 13:10:03,1044s,Italy,paid,asia_pacific_launch,mobile,/sale,/search
S26011236844,U04466,2026-01-12 16:56:18,2026-01-12 17:11:36,918s,CO,paid,spring_sale_2026,tablet,/tablets,/products
S26022549717,U04176,2026-02-25 04:30:01,2026-02-25 04:45:23,15m 22s,Deutschland,direct,,mobile,/sale,/products
S26011671071,U00407,2026-01-16 22:59:42,2026-01-16 23:24:34,24m 52s,Argentina,email,tech_tuesday_email,mobile,/sale,/products
S26031923319,U00873,2026-03-19 01:03:10,2026-03-19 01:22:40,1170s,china,organic,,mobile,/deals,/
S26022498991,U01835,2026-02-24 05:30:22,2026-02-24 05:43:48,13m 26s,brazil,paid,new_year_gadgets,desktop,/sale,/cart
S26011617739,U03311,2026-01-16 10:39:46,2026-01-16 10:45:52,6m 6s,Japan,paid,new_year_gadgets,tablet,/deals,/404
S26032625621,U03299,2026-03-26 16:54:33,2026-03-26 17:17:28,1375s,United States,organic,,mobile,/sale,/404
S26021674553,U00841,2026-02-16 19:58:12,2026-02-16 20:11:54,13m 42s,SG,social,influencer_sea_q1,desktop,/deals,/cart
S26031581356,U00755,2026-03-15 22:31:46,2026-03-15 22:56:02,24m 16s,Brazil,social,latam_social_push,tablet,/sale,/search
S26022140806,U04816,2026-02-21 21:17:24,2026-02-21 21:40:28,23m 4s,india,paid,asia_pacific_launch,desktop,/sale,/cart
S26030666892,U03173,2026-03-06 12:20:27,2026-03-06 12:30:44,10m 17s,Japan,paid,retargeting_global,mobile,/tablets,/products
S26022766429,U00160,2026-02-27 16:22:28,2026-02-27 16:49:59,27m 31s,FR,organic,,desktop,/,/cart
S26030697584,U02615,2026-03-06 12:25:09,2026-03-06 12:38:36,13m 27s,FR,social,valentines_accessories,desktop,/new-arrivals,/search
S26021136929,U01341,2026-02-11 12:25:15,2026-02-11 12:52:03,1608s,FR,organic,,mobile,/new-arrivals,/404
S26013139194,U02785,2026-01-31 23:25:49,2026-01-31 23:29:24,215s,colombia,direct,,tablet,/sale,/products
S26011004538,U01302,2026-01-10 17:33:46,2026-01-10 17:47:11,805s,Singapore,paid,retargeting_global,tablet,/sale,/
S26020710427,U02658,2026-02-07 07:18:04,2026-02-07 07:33:50,946s,india,social,valentines_accessories,desktop,/sale,/404
S26021859694,U00580,2026-02-18 06:07:15,2026-02-18 06:21:03,828s,singapore,social,influencer_sea_q1,desktop,/,/cart
S26011664119,U04496,2026-01-16 03:17:41,2026-01-16 03:27:13,572s,singapore,social,valentines_accessories,mobile,/sale,/
S26032590603,U02657,2026-03-25 10:43:33,2026-03-25 10:44:39,1m 6s,AE,social,influencer_sea_q1,desktop,/new-arrivals,/
S26032903291,U02583,2026-03-29 01:53:34,2026-03-29 01:58:49,5m 15s,US,social,latam_social_push,desktop,/,/cart
S26020656678,U01759,2026-02-06 16:01:56,2026-02-06 16:07:34,5m 38s,Chile,direct,,mobile,/phones,/cart
S26022847509,U03525,2026-02-28 08:38:35,2026-02-28 08:40:34,119s,Japan,organic,,desktop,/new-arrivals,/search
S26012813810,U03255,2026-01-28 07:49:54,2026-01-28 08:08:12,18m 18s,SG,social,latam_social_push,mobile,/,/search
S26022188245,U00403,2026-02-21 15:14:01,2026-02-21 15:18:48,4m 47s,CO,social,latam_social_push,desktop,/sale,/cart
S26031491012,U01970,2026-03-14 17:53:27,2026-03-14 18:22:13,28m 46s,Japan,social,influencer_sea_q1,desktop,/sale,/search
S26012690638,U02926,2026-01-26 15:22:25,2026-01-26 15:38:46,981s,IT,paid,new_year_gadgets,tablet,/,/products
S26032246423,U03654,2026-03-22 17:18:14,2026-03-22 17:24:26,6m 12s,china,social,influencer_sea_q1,desktop,/,/products
S26031862113,U01119,2026-03-18 11:05:08,2026-03-18 11:23:10,18m 2s,IT,email,tech_tuesday_email,desktop,/accessories,/
S26020839698,U00187,2026-02-08 09:08:28,2026-02-08 09:24:57,16m 29s,india,social,latam_social_push,mobile,/phones,/cart
S26020136511,U01696,2026-02-01 18:39:47,2026-02-01 18:41:33,1m 46s,UAE,paid,spring_sale_2026,desktop,/,/search
S26010351558,U01557,2026-01-03 03:05:26,2026-01-03 03:25:02,1176s,thailand,paid,spring_sale_2026,mobile,/wearables,/search
S26021706916,U04730,2026-02-17 18:20:33,2026-02-17 18:47:47,27m 14s,UK,direct,,mobile,/new-arrivals,/products
S26012619368,U04719,2026-01-26 17:04:03,2026-01-26 17:11:33,7m 30s,Deutschland,organic,,mobile,/wearables,/products
S26031427766,U04646,2026-03-14 19:45:43,2026-03-14 20:02:43,17m 0s,India,paid,new_year_gadgets,desktop,/phones,/products
S26021636983,U03673,2026-02-16 23:59:30,2026-02-17 00:07:10,7m 40s,Japan,paid,spring_sale_2026,desktop,/new-arrivals,/404
S26022783726,U02520,2026-02-27 16:40:28,2026-02-27 16:41:05,0m 37s,united states,paid,retargeting_global,mobile,/tablets,/404
S26020374067,U01799,2026-02-03 13:01:28,2026-02-03 13:17:14,15m 46s,CA,paid,middle_east_premium,mobile,/new-arrivals,/cart
S26020645625,U01564,2026-02-06 22:40:25,2026-02-06 22:54:22,13m 57s,CN,paid,spring_sale_2026,mobile,/new-arrivals,/404
S26020895237,U02382,2026-02-08 21:41:27,2026-02-08 21:56:49,922s,DE,organic,,mobile,/sale,/search
S26020931025,U00731,2026-02-09 13:17:39,2026-02-09 13:23:19,5m 40s,Australia,organic,,desktop,/deals,/404
S26012123963,U04114,2026-01-21 13:44:36,2026-01-21 14:08:37,24m 1s,singapore,social,valentines_accessories,desktop,/deals,/cart
S26011753512,U03934,2026-01-17 01:35:25,2026-01-17 01:42:06,401s,India,social,latam_social_push,tablet,/new-arrivals,/404
