session_id,user_id,session_start,session_end,session_duration_sec,country,traffic_source,campaign_name,device_category,landing_page,exit_page
S26012103375,U01475,2026-01-21 05:47:40 UTC,2026-01-21 05:53:44 UTC,364,AE,paid,middle_east_premium,desktop,/,/404
S26022202047,U03007,2026-02-22 04:16:02 UTC,2026-02-22 04:40:10 UTC,1448,AE,paid,middle_east_premium,tablet,/,/cart
S26031312105,U01336,2026-03-13 05:53:33 UTC,2026-03-13 06:00:13 UTC,400,AE,paid,middle_east_premium,desktop,/deals,/
S26012373205,U04895,2026-01-23 20:56:11 UTC,2026-01-23 21:24:03 UTC,1672,AE,paid,middle_east_premium,desktop,/,/search
S26012881491,U03220,2026-01-28 10:11:41 UTC,2026-01-28 10:27:08 UTC,927,AE,paid,middle_east_premium,mobile,/new-arrivals,/
S26011593848,U02743,2026-01-15 12:21:47 UTC,2026-01-15 12:41:07 UTC,1160,AE,paid,middle_east_premium,mobile,/audio,/
S26011102174,U04334,2026-01-11 17:52:57 UTC,2026-01-11 17:58:51 UTC,354,AE,paid,middle_east_premium,desktop,/deals,/
S26012860338,U03109,2026-01-28 00:00:03 UTC,2026-01-28 00:19:30 UTC,1167,AE,paid,middle_east_premium,desktop,/deals,/cart
S26030742582,U03318,2026-03-07 02:35:25 UTC,2026-03-07 02:58:01 UTC,1356,AE,paid,middle_east_premium,mobile,/,/
S26031811043,U04283,2026-03-18 11:26:35 UTC,2026-03-18 11:31:57 UTC,322,AE,paid,middle_east_premium,desktop,/sale,/404
S26031422084,U02165,2026-03-14 14:17:29 UTC,2026-03-14 14:34:38 UTC,1029,AE,paid,middle_east_premium,desktop,/deals,/products
S26033078690,U02420,2026-03-30 14:06:51 UTC,2026-03-30 14:32:02 UTC,1511,AE,paid,middle_east_premium,mobile,/accessories,/products
S26010829050,U01641,2026-01-08 04:05:01 UTC,2026-01-08 04:20:20 UTC,919,AE,paid,middle_east_premium,tablet,/deals,/cart
S26020666026,U01037,2026-02-06 19:04:07 UTC,2026-02-06 19:11:05 UTC,418,AE,paid,middle_east_premium,tablet,/,/search
S26030617354,U01336,2026-03-06 06:22:45 UTC,2026-03-06 06:50:27 UTC,1662,AE,paid,new_year_gadgets,mobile,/sale,/search
S26031712813,U01666,2026-03-17 23:48:07 UTC,2026-03-18 00:12:41 UTC,1474,AE,paid,new_year_gadgets,mobile,/deals,/cart
S26022141889,U00484,2026-02-21 12:32:29 UTC,2026-02-21 12:48:08 UTC,939,AE,paid,new_year_gadgets,desktop,/new-arrivals,/404
S26011856235,U03506,2026-01-18 22:01:49 UTC,2026-01-18 22:15:19 UTC,810,AE,paid,new_year_gadgets,mobile,/,/404
S26012703953,U04308,2026-01-27 20:10:30 UTC,2026-01-27 20:21:30 UTC,660,AE,paid,new_year_gadgets,mobile,/new-arrivals,/search
S26010929045,U03073,2026-01-09 19:36:35 UTC,2026-01-09 20:03:29 UTC,1614,AE,paid,new_year_gadgets,tablet,/new-arrivals,/search
S26032739746,U03833,2026-03-27 04:17:09 UTC,2026-03-27 04:22:05 UTC,296,AE,paid,new_year_gadgets,desktop,/new-arrivals,/products
S26030845136,U02147,2026-03-08 11:30:45 UTC,2026-03-08 11:34:18 UTC,213,AE,paid,new_year_gadgets,desktop,/,/
S26021149857,U01284,2026-02-11 05:31:45 UTC,2026-02-11 05:45:21 UTC,816,AE,paid,new_year_gadgets,desktop,/deals,/search
S26031426421,U04723,2026-03-14 14:00:36 UTC,2026-03-14 14:14:52 UTC,856,AE,paid,new_year_gadgets,desktop,/sale,/search
S26030567726,U03978,2026-03-05 07:09:10 UTC,2026-03-05 07:37:32 UTC,1702,AE,paid,retargeting_global,desktop,/deals,/
S26012545140,U03331,2026-01-25 14:09:50 UTC,2026-01-25 14:38:07 UTC,1697,AE,paid,retargeting_global,mobile,/sale,/cart
S26011625001,U03178,2026-01-16 05:11:21 UTC,2026-01-16 05:16:55 UTC,334,AE,paid,retargeting_global,desktop,/,/products
S26021985494,U01388,2026-02-19 04:06:06 UTC,2026-02-19 04:34:34 UTC,1708,AE,paid,retargeting_global,desktop,/new-arrivals,/cart
S26021130717,U02764,2026-02-11 18:55:36 UTC,2026-02-11 19:08:10 UTC,754,AE,paid,retargeting_global,desktop,/new-arrivals,/products
S26022091182,U03904,2026-02-20 19:13:17 UTC,2026-02-20 19:14:30 UTC,73,AE,paid,retargeting_global,desktop,/sale,/products
S26030924446,U00158,2026-03-09 11:42:28 UTC,2026-03-09 12:01:41 UTC,1153,AE,paid,retargeting_global,tablet,/new-arrivals,/search
S26032887490,U02807,2026-03-28 18:50:47 UTC,2026-03-28 19:19:20 UTC,1713,AE,paid,retargeting_global,mobile,/,/cart
S26031632785,U02146,2026-03-16 13:40:53 UTC,2026-03-16 13:55:29 UTC,876,AE,paid,retargeting_global,desktop,/accessories,/search
S26032766904,U03887,2026-03-27 13:21:16 UTC,2026-03-27 13:37:34 UTC,978,AE,paid,retargeting_global,mobile,/deals,/404
S26032970763,U03241,2026-03-29 07:06:46 UTC,2026-03-29 07:33:07 UTC,1581,AE,paid,retargeting_global,desktop,/,/404
S26031580165,U04703,2026-03-15 03:13:00 UTC,2026-03-15 03:21:45 UTC,525,AE,paid,retargeting_global,desktop,/deals,/cart
S26022514291,U01620,2026-02-25 23:42:21 UTC,2026-02-26 00:01:22 UTC,1141,AE,paid,retargeting_global,mobile,/sale,/products
S26031228300,U03513,2026-03-12 19:01:24 UTC,2026-03-12 19:11:41 UTC,617,AE,paid,retargeting_global,mobile,/sale,/products
S26011137013,U04666,2026-01-11 15:35:07 UTC,2026-01-11 15:49:12 UTC,845,AE,paid,retargeting_global,tablet,/sale,/products
S26020346862,U04076,2026-02-03 08:40:01 UTC,2026-02-03 09:04:10 UTC,1449,AE,paid,retargeting_global,tablet,/sale,/search
S26031553123,U04518,2026-03-15 20:50:31 UTC,2026-03-15 20:53:49 UTC,198,AE,paid,retargeting_global,mobile,/audio,/cart
S26011435901,U01443,2026-01-14 18:16:23 UTC,2026-01-14 18:19:14 UTC,171,AE,paid,spring_sale_2026,mobile,/sale,/404
S26031351265,U01244,2026-03-13 10:42:33 UTC,2026-03-13 11:03:07 UTC,1234,AE,paid,spring_sale_2026,mobile,/sale,/404
S26030836934,U04839,2026-03-08 03:11:28 UTC,2026-03-08 03:27:21 UTC,953,AE,paid,spring_sale_2026,desktop,/audio,/
S26020289051,U02578,2026-02-02 08:17:23 UTC,2026-02-02 08:31:57 UTC,874,AE,paid,spring_sale_2026,desktop,/tablets,/404
S26021642642,U01037,2026-02-16 10:40:36 UTC,2026-02-16 11:01:45 UTC,1269,AE,paid,spring_sale_2026,mobile,/new-arrivals,/search
S26032940668,U04039,2026-03-29 16:09:10 UTC,2026-03-29 16:10:02 UTC,52,AE,paid,spring_sale_2026,mobile,/new-arrivals,/search
S26012033512,U03707,2026-01-20 15:37:52 UTC,2026-01-20 15:46:58 UTC,546,AE,paid,spring_sale_2026,mobile,/,/cart
S26021699918,U00651,2026-02-16 15:07:38 UTC,2026-02-16 15:21:38 UTC,840,AE,paid,spring_sale_2026,desktop,/deals,/cart
S26032421989,U02578,2026-03-24 05:57:32 UTC,2026-03-24 06:25:46 UTC,1694,AE,paid,spring_sale_2026,tablet,/deals,/cart
S26032757585,U00631,2026-03-27 00:33:07 UTC,2026-03-27 00:55:13 UTC,1326,AE,paid,spring_sale_2026,desktop,/phones,/cart
S26021290331,U02795,2026-02-12 22:00:27 UTC,2026-02-12 22:18:58 UTC,1111,AE,paid,spring_sale_2026,desktop,/new-arrivals,/
S26032932486,U02807,2026-03-29 01:00:18 UTC,2026-03-29 01:13:25 UTC,787,AE,paid,spring_sale_2026,desktop,/new-arrivals,/cart
S26030798264,U03346,2026-03-07 06:38:55 UTC,2026-03-07 07:08:03 UTC,1748,AE,paid,spring_sale_2026,desktop,/accessories,/cart
S26020486542,U04079,2026-02-04 05:04:38 UTC,2026-02-04 05:22:36 UTC,1078,AE,paid,spring_sale_2026,mobile,/tablets,/
S26020599209,U02724,2026-02-05 13:52:08 UTC,2026-02-05 13:59:41 UTC,453,AE,paid,spring_sale_2026,desktop,/new-arrivals,/search
S26012721372,U02655,2026-01-27 17:56:07 UTC,2026-01-27 18:22:10 UTC,1563,AE,paid,spring_sale_2026,tablet,/sale,/search
S26031854814,U03276,2026-03-18 15:26:08 UTC,2026-03-18 15:27:26 UTC,78,AE,paid,spring_sale_2026,desktop,/sale,/404
S26032563342,U04186,2026-03-25 22:26:56 UTC,2026-03-25 22:55:41 UTC,1725,AE,paid,spring_sale_2026,desktop,/new-arrivals,/products
S26031033341,U00766,2026-03-10 18:12:58 UTC,2026-03-10 18:41:24 UTC,1706,AE,email,tech_tuesday_email,mobile,/,/404
S26012607546,U00848,2026-01-26 11:57:06 UTC,2026-01-26 12:20:17 UTC,1391,AE,email,tech_tuesday_email,desktop,/new-arrivals,/cart
S26011666500,U00218,2026-01-16 01:34:50 UTC,2026-01-16 01:37:48 UTC,178,AE,email,tech_tuesday_email,tablet,/sale,/404
S26030912780,U01807,2026-03-09 12:04:35 UTC,2026-03-09 12:22:02 UTC,1047,AE,email,tech_tuesday_email,desktop,/new-arrivals,/404
S26010201182,U01977,2026-01-02 08:17:08 UTC,2026-01-02 08:43:51 UTC,1603,AE,email,tech_tuesday_email,desktop,/deals,/
S26011650195,U03374,2026-01-16 11:08:15 UTC,2026-01-16 11:20:31 UTC,736,AE,email,tech_tuesday_email,desktop,/wearables,/404
S26020160902,U04230,2026-02-01 21:43:03 UTC,2026-02-01 22:07:01 UTC,1438,AE,email,tech_tuesday_email,desktop,/,/404
S26011215465,U04502,2026-01-12 05:19:42 UTC,2026-01-12 05:35:08 UTC,926,AE,social,valentines_accessories,desktop,/deals,/cart
S26032423984,U03887,2026-03-24 06:16:18 UTC,2026-03-24 06:28:31 UTC,733,AE,social,valentines_accessories,desktop,/sale,/cart
S26030804198,U04969,2026-03-08 21:33:39 UTC,2026-03-08 21:43:50 UTC,611,AE,social,valentines_accessories,desktop,/sale,/search
S26032209996,U01244,2026-03-22 11:19:37 UTC,2026-03-22 11:26:01 UTC,384,AE,social,valentines_accessories,mobile,/,/cart
S26021740745,U04724,2026-02-17 00:54:10 UTC,2026-02-17 01:06:22 UTC,732,AE,social,valentines_accessories,mobile,/phones,/search
S26011190554,U04698,2026-01-11 09:31:38 UTC,2026-01-11 09:52:35 UTC,1257,AE,social,valentines_accessories,tablet,/sale,/products
S26010447349,U03904,2026-01-04 18:29:30 UTC,2026-01-04 18:39:23 UTC,593,AE,social,valentines_accessories,desktop,/new-arrivals,/404
S26021008527,U02764,2026-02-10 08:54:36 UTC,2026-02-10 08:59:22 UTC,286,AE,social,valentines_accessories,mobile,/,/cart
S26031729490,U03707,2026-03-17 12:14:49 UTC,2026-03-17 12:25:59 UTC,670,AE,social,valentines_accessories,desktop,/new-arrivals,/404
S26031918511,U00913,2026-03-19 18:57:57 UTC,2026-03-19 19:08:22 UTC,625,AE,social,valentines_accessories,mobile,/accessories,/
S26010630852,U03178,2026-01-06 08:56:00 UTC,2026-01-06 09:20:42 UTC,1482,AE,social,valentines_accessories,desktop,/sale,/search
S26032649932,U02978,2026-03-26 19:25:46 UTC,2026-03-26 19:45:45 UTC,1199,AE,social,valentines_accessories,desktop,/wearables,/products
S26011227391,U00119,2026-01-12 20:32:54 UTC,2026-01-12 20:46:11 UTC,797,AE,social,valentines_accessories,mobile,/,/products
S26021912428,U04413,2026-02-19 02:27:30 UTC,2026-02-19 02:28:28 UTC,58,AE,social,valentines_accessories,desktop,/tablets,/cart
S26011550630,U02655,2026-01-15 00:43:58 UTC,2026-01-15 00:59:20 UTC,922,AE,social,valentines_accessories,mobile,/phones,/search
S26011556365,U03346,2026-01-15 11:07:28 UTC,2026-01-15 11:29:11 UTC,1303,AE,social,valentines_accessories,desktop,/sale,/products
S26030429195,U03595,2026-03-04 23:28:25 UTC,2026-03-04 23:39:06 UTC,641,AE,social,valentines_accessories,mobile,/deals,/products
S26021398370,U04720,2026-02-13 20:24:47 UTC,2026-02-13 20:25:57 UTC,70,AE,social,valentines_accessories,mobile,/new-arrivals,/search
S26020298052,U00029,2026-02-02 00:19:27 UTC,2026-02-02 00:33:30 UTC,843,AE,social,valentines_accessories,desktop,/,/products
S26030781734,U02564,2026-03-07 08:58:29 UTC,2026-03-07 09:23:43 UTC,1514,AE,social,valentines_accessories,mobile,/deals,/products
S26012729353,U01443,2026-01-27 18:26:32 UTC,2026-01-27 18:49:54 UTC,1402,AE,social,valentines_accessories,desktop,/,/404
S26030291077,U03374,2026-03-02 12:34:54 UTC,2026-03-02 12:36:19 UTC,85,AE,social,valentines_accessories,desktop,/audio,/search
S26021224095,U04104,2026-02-12 13:53:56 UTC,2026-02-12 14:11:12 UTC,1036,AE,social,valentines_accessories,mobile,/deals,/
S26021867797,U03823,2026-02-18 02:46:22 UTC,2026-02-18 02:59:12 UTC,770,GB,direct,,mobile,/new-arrivals,/search
S26012828697,U01621,2026-01-28 14:00:10 UTC,2026-01-28 14:06:36 UTC,386,GB,direct,,desktop,/tablets,/products
S26010796033,U01670,2026-01-07 20:24:43 UTC,2026-01-07 20:46:42 UTC,1319,GB,organic,,desktop,/tablets,/404
S26021947486,U04592,2026-02-19 02:14:04 UTC,2026-02-19 02:17:10 UTC,186,GB,organic,,desktop,/sale,/products
S26031650800,U01989,2026-03-16 02:02:59 UTC,2026-03-16 02:06:45 UTC,226,GB,organic,,desktop,/new-arrivals,/cart
S26022859802,U00725,2026-02-28 01:33:19 UTC,2026-02-28 01:46:21 UTC,782,GB,organic,,mobile,/new-arrivals,/404
S26021665677,U00857,2026-02-16 21:00:06 UTC,2026-02-16 21:26:56 UTC,1610,GB,organic,,mobile,/tablets,/cart
S26032262092,U00519,2026-03-22 22:28:28 UTC,2026-03-22 22:34:23 UTC,355,GB,organic,,desktop,/,/404
S26022060383,U01496,2026-02-20 20:02:28 UTC,2026-02-20 20:16:23 UTC,835,GB,direct,,desktop,/new-arrivals,/404
S26021189386,U04730,2026-02-11 17:54:49 UTC,2026-02-11 18:08:58 UTC,849,GB,organic,,mobile,/sale,/
S26021340376,U02652,2026-02-13 12:25:19 UTC,2026-02-13 12:32:47 UTC,448,GB,organic,,mobile,/new-arrivals,/products
S26022778745,U03051,2026-02-27 23:46:52 UTC,2026-02-27 23:54:58 UTC,486,GB,organic,,mobile,/deals,/404
S26020312817,U03672,2026-02-03 04:40:46 UTC,2026-02-03 05:02:30 UTC,1304,GB,organic,,tablet,/sale,/
S26033056922,U03240,2026-03-30 03:42:47 UTC,2026-03-30 03:55:35 UTC,768,GB,organic,,mobile,/,/
S26032807853,U02140,2026-03-28 05:33:05 UTC,2026-03-28 05:38:54 UTC,349,GB,direct,,mobile,/sale,/
S26010771271,U02283,2026-01-07 06:13:24 UTC,2026-01-07 06:25:20 UTC,716,GB,organic,,desktop,/,/404
S26011135694,U02802,2026-01-11 06:37:41 UTC,2026-01-11 06:53:07 UTC,926,GB,organic,,mobile,/tablets,/
S26021806301,U01129,2026-02-18 03:14:02 UTC,2026-02-18 03:19:10 UTC,308,GB,direct,,mobile,/new-arrivals,/404
S26020693661,U04414,2026-02-06 08:12:04 UTC,2026-02-06 08:19:04 UTC,420,GB,direct,,tablet,/deals,/products
S26020322738,U01989,2026-02-03 05:12:16 UTC,2026-02-03 05:27:16 UTC,900,GB,organic,,desktop,/sale,/
S26010395767,U01659,2026-01-03 11:56:00 UTC,2026-01-03 12:14:00 UTC,1080,GB,organic,,desktop,/,/products
S26031871017,U01227,2026-03-18 10:15:06 UTC,2026-03-18 10:43:22 UTC,1696,GB,direct,,mobile,/deals,/404
S26010552858,U02907,2026-01-05 05:07:12 UTC,2026-01-05 05:28:23 UTC,1271,GB,organic,,mobile,/,/search
S26011212437,U02753,2026-01-12 17:31:02 UTC,2026-01-12 17:51:10 UTC,1208,GB,direct,,desktop,/sale,/404
S26022552544,U01989,2026-02-25 20:36:26 UTC,2026-02-25 20:54:06 UTC,1060,GB,organic,,desktop,/accessories,/cart
S26032154664,U00985,2026-03-21 03:53:43 UTC,2026-03-21 03:59:36 UTC,353,GB,organic,,mobile,/,/cart
S26032403010,U01042,2026-03-24 05:41:57 UTC,2026-03-24 05:50:10 UTC,493,GB,direct,,mobile,/tablets,/search
S26012280759,U04306,2026-01-22 05:26:51 UTC,2026-01-22 05:35:25 UTC,514,GB,organic,,tablet,/accessories,/404
S26030354769,U00576,2026-03-03 15:31:46 UTC,2026-03-03 16:00:40 UTC,1734,GB,direct,,mobile,/audio,/search
S26012795219,U02623,2026-01-27 06:40:12 UTC,2026-01-27 07:09:43 UTC,1771,GB,direct,,desktop,/,/cart
S26031882975,U04995,2026-03-18 22:22:54 UTC,2026-03-18 22:31:00 UTC,486,GB,organic,,mobile,/,/cart
S26011468746,U02503,2026-01-14 17:50:13 UTC,2026-01-14 17:59:44 UTC,571,GB,direct,,desktop,/accessories,/
S26031743163,U02202,2026-03-17 12:11:41 UTC,2026-03-17 12:22:29 UTC,648,GB,direct,,mobile,/new-arrivals,/404
S26032057307,U03781,2026-03-20 21:00:25 UTC,2026-03-20 21:04:52 UTC,267,GB,organic,,mobile,/tablets,/cart
S26011150741,U02859,2026-01-11 01:06:53 UTC,2026-01-11 01:23:19 UTC,986,GB,direct,,desktop,/deals,/search
S26012518129,U01161,2026-01-25 10:48:36 UTC,2026-01-25 11:11:18 UTC,1362,GB,organic,,desktop,/deals,/products
S26020899305,U03420,2026-02-08 00:02:44 UTC,2026-02-08 00:18:33 UTC,949,GB,organic,,mobile,/sale,/
S26022431614,U03776,2026-02-24 12:42:33 UTC,2026-02-24 12:43:57 UTC,84,GB,direct,,desktop,/sale,/404
S26012547807,U04028,2026-01-25 13:41:10 UTC,2026-01-25 13:59:14 UTC,1084,GB,organic,,desktop,/new-arrivals,/products
S26021268126,U02503,2026-02-12 05:08:23 UTC,2026-02-12 05:36:41 UTC,1698,GB,direct,,tablet,/sale,/products
S26020477134,U00165,2026-02-04 17:13:05 UTC,2026-02-04 17:27:06 UTC,841,GB,direct,,desktop,/new-arrivals,/cart
S26020200720,U00391,2026-02-02 00:52:08 UTC,2026-02-02 01:05:44 UTC,816,GB,organic,,mobile,/new-arrivals,/search
S26032102741,U02440,2026-03-21 10:25:52 UTC,2026-03-21 10:33:28 UTC,456,GB,organic,,desktop,/wearables,/search
S26011599844,U04028,2026-01-15 10:13:12 UTC,2026-01-15 10:20:26 UTC,434,GB,organic,,desktop,/phones,/products
S26010792076,U03449,2026-01-07 13:44:41 UTC,2026-01-07 14:07:22 UTC,1361,GB,direct,,mobile,/new-arrivals,/
S26011649646,U01934,2026-01-16 09:33:12 UTC,2026-01-16 09:55:17 UTC,1325,GB,organic,,desktop,/deals,/products
S26022822893,U04903,2026-02-28 14:43:38 UTC,2026-02-28 14:47:49 UTC,251,GB,organic,,desktop,/tablets,/search
S26010876798,U01439,2026-01-08 02:46:52 UTC,2026-01-08 03:09:28 UTC,1356,GB,direct,,desktop,/wearables,/
S26010612714,U00797,2026-01-06 07:34:01 UTC,2026-01-06 07:42:27 UTC,506,GB,organic,,desktop,/audio,/search
S26031962154,U00183,2026-03-19 07:06:33 UTC,2026-03-19 07:35:34 UTC,1741,GB,direct,,tablet,/phones,/cart
S26031957595,U01670,2026-03-19 21:23:39 UTC,2026-03-19 21:47:22 UTC,1423,GB,organic,,tablet,/deals,/cart
S26010932234,U02283,2026-01-09 15:37:16 UTC,2026-01-09 15:59:38 UTC,1342,GB,organic,,mobile,/new-arrivals,/404
S26012592084,U02197,2026-01-25 04:49:38 UTC,2026-01-25 04:50:36 UTC,58,GB,organic,,desktop,/sale,/404
S26013054244,U01196,2026-01-30 17:14:49 UTC,2026-01-30 17:20:49 UTC,360,GB,direct,,desktop,/accessories,/404
S26020387270,U00720,2026-02-03 22:18:47 UTC,2026-02-03 22:26:19 UTC,452,GB,direct,,mobile,/deals,/products
S26011969167,U02122,2026-01-19 03:29:54 UTC,2026-01-19 03:54:44 UTC,1490,GB,direct,,desktop,/new-arrivals,/
S26012635224,U00720,2026-01-26 15:54:20 UTC,2026-01-26 15:59:41 UTC,321,GB,direct,,mobile,/new-arrivals,/
S26012723098,U04995,2026-01-27 20:13:46 UTC,2026-01-27 20:40:26 UTC,1600,GB,organic,,mobile,/wearables,/
S26021766717,U04583,2026-02-17 00:12:11 UTC,2026-02-17 00:36:13 UTC,1442,GB,organic,,desktop,/,/search
S26010787340,U00797,2026-01-07 23:19:08 UTC,2026-01-07 23:45:33 UTC,1585,GB,organic,,desktop,/sale,/
S26012834334,U00817,2026-01-28 08:03:43 UTC,2026-01-28 08:27:48 UTC,1445,GB,organic,,mobile,/deals,/products
S26031374771,U02726,2026-03-13 00:33:40 UTC,2026-03-13 00:46:07 UTC,747,GB,organic,,mobile,/sale,/404
S26011390712,U03776,2026-01-13 23:43:27 UTC,2026-01-13 23:59:28 UTC,961,GB,organic,,mobile,/new-arrivals,/search
S26012908961,U01028,2026-01-29 21:11:04 UTC,2026-01-29 21:25:18 UTC,854,GB,direct,,mobile,/new-arrivals,/404
S26020990372,U01439,2026-02-09 08:05:28 UTC,2026-02-09 08:22:14 UTC,1006,GB,direct,,desktop,/deals,/cart
S26011350094,U02595,2026-01-13 02:03:44 UTC,2026-01-13 02:29:38 UTC,1554,GB,direct,,desktop,/deals,/products
S26020297225,U03452,2026-02-02 10:21:01 UTC,2026-02-02 10:23:23 UTC,142,GB,direct,,mobile,/new-arrivals,/
S26012501036,U03896,2026-01-25 22:43:28 UTC,2026-01-25 23:04:37 UTC,1269,GB,organic,,desktop,/sale,/products
S26012515523,U00842,2026-01-25 04:27:29 UTC,2026-01-25 04:50:27 UTC,1378,GB,direct,,mobile,/deals,/
S26011176598,U04903,2026-01-11 01:41:31 UTC,2026-01-11 01:56:58 UTC,927,GB,organic,,mobile,/deals,/products
S26031147921,U03876,2026-03-11 17:37:38 UTC,2026-03-11 17:51:26 UTC,828,GB,direct,,mobile,/new-arrivals,/search
S26012262976,U01836,2026-01-22 10:40:31 UTC,2026-01-22 10:55:02 UTC,871,GB,organic,,desktop,/phones,/404
S26033090062,U03823,2026-03-30 19:50:03 UTC,2026-03-30 19:54:25 UTC,262,GB,direct,,tablet,/,/cart
S26022523066,U02907,2026-02-25 09:43:23 UTC,2026-02-25 09:56:31 UTC,788,GB,direct,,desktop,/sale,/search
S26032159798,U04453,2026-03-21 08:37:50 UTC,2026-03-21 09:01:48 UTC,1438,GB,organic,,desktop,/deals,/404
S26013015752,U01597,2026-01-30 00:51:36 UTC,2026-01-30 01:20:46 UTC,1750,GB,organic,,desktop,/,/products
S26021934056,U01839,2026-02-19 19:47:09 UTC,2026-02-19 20:01:53 UTC,884,GB,organic,,mobile,/wearables,/products
S26012229272,U04306,2026-01-22 00:36:53 UTC,2026-01-22 00:37:24 UTC,31,GB,direct,,mobile,/tablets,/cart
S26020532954,U00903,2026-02-05 22:53:03 UTC,2026-02-05 23:02:04 UTC,541,GB,direct,,desktop,/,/search
S26022648830,U02532,2026-02-26 11:22:45 UTC,2026-02-26 11:48:39 UTC,1554,GB,organic,,mobile,/new-arrivals,/products
S26012523963,U04917,2026-01-25 06:10:22 UTC,2026-01-25 06:20:46 UTC,624,GB,organic,,desktop,/new-arrivals,/search
S26032200162,U02482,2026-03-22 12:30:54 UTC,2026-03-22 12:41:02 UTC,608,GB,organic,,desktop,/,/
S26010866658,U04551,2026-01-08 18:03:44 UTC,2026-01-08 18:16:01 UTC,737,GB,organic,,mobile,/deals,/
S26011039715,U03810,2026-01-10 15:26:22 UTC,2026-01-10 15:39:23 UTC,781,GB,organic,,mobile,/sale,/cart
S26022207943,U03162,2026-02-22 17:02:31 UTC,2026-02-22 17:28:18 UTC,1547,GB,organic,,mobile,/sale,/
S26021307683,U02751,2026-02-13 12:54:16 UTC,2026-02-13 13:13:31 UTC,1155,GB,organic,,mobile,/new-arrivals,/products
S26011477259,U00450,2026-01-14 22:01:36 UTC,2026-01-14 22:26:45 UTC,1509,GB,organic,,desktop,/deals,/404
S26032068953,U01669,2026-03-20 00:17:42 UTC,2026-03-20 00:46:08 UTC,1706,GB,organic,,tablet,/new-arrivals,/search
S26020845809,U00952,2026-02-08 19:46:19 UTC,2026-02-08 19:54:51 UTC,512,GB,direct,,desktop,/sale,/search
S26012476028,U01000,2026-01-24 20:51:17 UTC,2026-01-24 20:55:55 UTC,278,GB,direct,,tablet,/,/search
S26030659745,U04070,2026-03-06 14:04:21 UTC,2026-03-06 14:24:57 UTC,1236,GB,organic,,desktop,/new-arrivals,/404
S26011722734,U00720,2026-01-17 20:13:13 UTC,2026-01-17 20:34:13 UTC,1260,GB,organic,,tablet,/,/404
S26021571322,U03430,2026-02-15 20:10:37 UTC,2026-02-15 20:19:36 UTC,539,GB,direct,,desktop,/sale,/products
S26031249046,U04995,2026-03-12 10:49:04 UTC,2026-03-12 10:50:26 UTC,82,GB,direct,,mobile,/wearables,/
S26031053979,U02532,2026-03-10 12:25:24 UTC,2026-03-10 12:25:58 UTC,34,GB,direct,,desktop,/tablets,/cart
S26032050082,U00778,2026-03-20 00:19:12 UTC,2026-03-20 00:32:08 UTC,776,GB,organic,,mobile,/tablets,/products
S26010461838,U02440,2026-01-04 07:11:59 UTC,2026-01-04 07:27:52 UTC,953,GB,direct,,mobile,/sale,/search
S26011315640,U02959,2026-01-13 03:28:46 UTC,2026-01-13 03:41:42 UTC,776,GB,organic,,desktop,/,/404
S26010424663,U02623,2026-01-04 18:49:44 UTC,2026-01-04 19:07:34 UTC,1070,GB,direct,,tablet,/deals,/products
S26010139635,U03427,2026-01-01 14:21:09 UTC,2026-01-01 14:39:16 UTC,1087,GB,organic,,desktop,/new-arrivals,/404
S26021002340,U03141,2026-02-10 19:02:12 UTC,2026-02-10 19:19:18 UTC,1026,GB,organic,,mobile,/,/cart
S26011281274,U02595,2026-01-12 11:36:42 UTC,2026-01-12 12:03:47 UTC,1625,GB,organic,,desktop,/deals,/search
S26012792899,U01889,2026-01-27 12:49:07 UTC,2026-01-27 13:11:12 UTC,1325,GB,organic,,mobile,/accessories,/
S26031400658,U00511,2026-03-14 16:43:48 UTC,2026-03-14 16:52:25 UTC,517,GB,direct,,desktop,/tablets,/
S26032971001,U04835,2026-03-29 13:14:06 UTC,2026-03-29 13:18:58 UTC,292,GB,organic,,mobile,/,/cart
S26011576634,U02514,2026-01-15 03:45:33 UTC,2026-01-15 03:55:55 UTC,622,GB,organic,,mobile,/deals,/products
S26032079758,U04592,2026-03-20 22:48:39 UTC,2026-03-20 23:18:09 UTC,1770,GB,organic,,mobile,/new-arrivals,/
S26022761392,U02056,2026-02-27 05:07:24 UTC,2026-02-27 05:17:02 UTC,578,GB,organic,,desktop,/,/cart
S26031379701,U01496,2026-03-13 08:10:45 UTC,2026-03-13 08:40:35 UTC,1790,GB,direct,,mobile,/,/search
S26032946297,U03430,2026-03-29 15:04:54 UTC,2026-03-29 15:16:43 UTC,709,GB,direct,,mobile,/new-arrivals,/products
S26022084355,U03776,2026-02-20 22:44:55 UTC,2026-02-20 23:11:23 UTC,1588,GB,direct,,mobile,/deals,/products
S26020511047,U04306,2026-02-05 14:40:50 UTC,2026-02-05 14:50:26 UTC,576,GB,direct,,mobile,/phones,/
S26032664242,U00229,2026-03-26 05:43:46 UTC,2026-03-26 05:51:48 UTC,482,GB,organic,,desktop,/new-arrivals,/products
S26011329447,U03360,2026-01-13 20:03:29 UTC,2026-01-13 20:04:14 UTC,45,GB,organic,,tablet,/sale,/cart
S26020703099,U03123,2026-02-07 04:27:20 UTC,2026-02-07 04:33:22 UTC,362,GB,organic,,desktop,/sale,/products
